Type,Price,Bedrooms,Bathrooms,Area,Furnished,Level,Compound,Payment_Option,Delivery_Date,Delivery_Term,City
Apartment,1500000,3,1,128.0,No,1,Opera City,Cash,2024,Semi Finished,Sheikh Zayed
Studio,962140,2,1,60.0,No,2,Sarai,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,185000,3,3,167.0,No,2,2020 Compound,Cash or Installment,2025,Not Finished,New Capital City
Apartment,4353000,3,2,149.0,No,3,Karmell,Cash or Installment,2025,Semi Finished,Sheikh Zayed
Apartment,4478000,2,2,120.0,No,2,Karmell,Cash or Installment,2025,Semi Finished,Sheikh Zayed
Apartment,1854045,3,2,147.0,No,1,Sarai,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,1250000,2,1,78.0,No,1,Madinaty,Cash or Installment,2024,Finished,Madinaty
Duplex,4250000,3,3,211.0,No,1,Amorada,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,2300000,3,3,135.0,No,3,Madinaty,Cash,2023,Finished,Madinaty
Apartment,1880229,3,2,182.0,No,2,Sarai,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,150000,3,2,141.0,No,2,2020 Compound,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2199711,3,2,211.0,No,2,Sarai,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,1500000,3,3,171.0,No,4,One Kattameya,Cash,2024,Semi Finished,Maadi
Apartment,4410000,2,2,158.0,No,1,October Plaza Sodic,Cash or Installment,2025,Semi Finished,6th of October
Apartment,2800000,3,3,186.0,No,1,Madinaty,Cash or Installment,2024,Finished,Madinaty
Apartment,1950000,3,3,165.0,No,4,Madinaty,Cash,2024,Finished,Madinaty
Apartment,2400000,3,2,135.0,No,3,Madinaty,Cash,2024,Finished,Madinaty
Apartment,2200000,2,1,125.0,No,3,Tala,Cash or Installment,2026,Finished,New Capital City
Apartment,3500000,3,3,171.0,No,3,La Mirada,Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,5000000,4,3,200.0,No,3,Madinaty,Installment,2024,Finished,Madinaty
Duplex,4509000,5,4,337.0,No,1,Madinaty,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,2115164,3,2,203.0,No,2,Sarai,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,2350000,3,2,136.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,1119382,3,1,90.0,No,2,Sun City,Cash or Installment,2024,Finished,Ras al-Bar
Apartment,2882300,3,2,164.0,No,4,Pukka,Cash or Installment,2023,Semi Finished,New Capital City
Apartment,1650000,3,3,166.5,No,1,Ashgar City,Cash,2024,Semi Finished,6th of October
Apartment,4500000,2,2,154.0,No,1,90 Avenue,Installment,2025,Finished,New Cairo - El Tagamoa
Apartment,3900000,2,2,136.0,No,3,Fifth Square,Cash or Installment,2025,Finished,New Cairo - El Tagamoa
Apartment,2100000,3,2,187.0,No,3,Town Gate,Cash or Installment,2023,Semi Finished,New Capital City
Apartment,1654000,3,2,153.0,No,2,Madinaty,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,1439900,3,2,119.0,No,1,Yaru,Cash or Installment,2026,Semi Finished,New Capital City
Apartment,1200000,2,2,127.0,No,4,One Kattameya,Cash,2024,Semi Finished,Maadi
Apartment,1300000,3,3,173.0,No,2,Beit Al Watan,Installment,2025,Finished,New Cairo - El Tagamoa
Apartment,1300000,3,3,160.0,No,10,One Kattameya,Cash,2024,Semi Finished,Maadi
Apartment,650000,3,3,127.0,No,2,Moon City,Cash,2024,Semi Finished,Ismailia City
Apartment,2400000,2,2,116.0,No,1,Green 4,Cash or Installment,2025,Semi Finished,6th of October
Apartment,2800000,3,3,162.0,No,5,Rehab City,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,1400000,3,3,151.0,No,6,One Kattameya,Cash,2024,Semi Finished,Maadi
Apartment,700000,3,3,159.0,No,1,Moon City,Cash,2024,Semi Finished,Ismailia City
Apartment,3800000,3,4,235.0,No,2,Mountain View iCity,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,450000,2,1,85.0,No,4,Italian Square,Cash,2024,Finished,Badr City
Apartment,1150000,3,2,134.0,No,8,One Kattameya,Cash,2024,Semi Finished,Maadi
Apartment,450000,2,1,81.0,No,4,Etlalah,Cash,2024,Finished,6th of October
Apartment,1150000,2,2,125.0,No,6,One Kattameya,Cash,2024,Semi Finished,Maadi
Apartment,3260000,3,2,157.0,No,2,October Plaza Sodic,Installment,2024,Not Finished,Sheikh Zayed
Apartment,2200000,3,3,155.0,No,1,Rehab City,Cash,2024,Finished,Rehab City
Apartment,1300000,3,3,185.0,No,1,Beit Al Watan,Installment,2025,Semi Finished,6th of October
Apartment,2785000,2,2,104.0,No,1,Badya Palm Hills,Installment,2025,Finished,6th of October
Apartment,3347000,3,3,190.0,No,3,Mountain View iCity,Cash or Installment,2026,Semi Finished,6th of October
Apartment,3500000,3,3,229.0,No,4,2020 Compound,Installment,2024,Semi Finished,Hadayek 6th of October
Apartment,1435000,3,3,205.0,No,1,Beit Al Watan,Installment,2025,Semi Finished,6th of October
Apartment,1530000,3,2,175.0,No,2,2020 Compound,Installment,2025,Semi Finished,Hadayek 6th of October
Apartment,925000,2,2,111.0,No,5,One Kattameya,Cash,2024,Semi Finished,Maadi
Apartment,2737000,3,3,214.0,No,1,2020 Compound,Installment,2024,Semi Finished,Hadayek 6th of October
Apartment,2588000,4,3,210.0,No,1,Isola,Installment,2024,Semi Finished,6th of October
Apartment,3382000,3,4,205.0,No,3,Palm Hills New Cairo,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1800000,3,2,170.0,No,1,Not in Compound,Cash,2024,Finished,Laurent
Penthouse,3300000,4,3,228.0,No,12,Granda,Cash or Installment,2025,Semi Finished,Shorouk City
Apartment,312000,3,3,164.0,No,3,Sarai,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2758000,3,2,159.0,No,1,Dyar,Installment,2024,Semi Finished,6th of October
Apartment,2200000,2,2,125.0,No,1,Green 4,Installment,2024,Semi Finished,6th of October
Apartment,1980000,3,2,148.0,No,2,Sarai,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,312000,3,3,164.0,No,3,2020 Compound,Cash or Installment,2024,Semi Finished,New Capital City
Apartment,312000,3,3,164.0,No,2,2020 Compound,Cash or Installment,2024,Semi Finished,New Capital City
Duplex,2600000,3,3,225.0,No,3,Mountain View Hyde Park,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,4150000,3,4,245.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,2600000,3,2,136.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,3000000,3,3,174.0,No,3,Badya Palm Hills,Installment,2024,Semi Finished,6th of October
Duplex,2000000,3,3,235.0,No,3,Mountain View Hyde Park,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,4000000,3,2,157.0,No,2,October Plaza Sodic,Installment,2024,Finished,Sheikh Zayed
Apartment,190000,3,3,166.0,No,3,2020 Compound,Cash or Installment,2024,Semi Finished,New Capital City
Apartment,190000,3,3,166.0,No,2,2020 Compound,Cash or Installment,2024,Semi Finished,New Capital City
Apartment,190000,3,3,166.0,No,3,2020 Compound,Cash or Installment,2025,Semi Finished,New Capital City
Apartment,199000,3,3,166.0,No,2,2020 Compound,Cash or Installment,2025,Semi Finished,New Capital City
Apartment,1900000,2,2,100.0,No,2,Tag Sultan,Installment,2023,Semi Finished,New Cairo - El Tagamoa
Duplex,4500000,3,3,245.0,No,1,Beverly Hills,Cash,2024,Finished,Sheikh Zayed
Apartment,2300000,2,2,133.0,No,2,Mountain View Hyde Park,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1395000,3,2,186.0,No,2,Beit Al Watan,Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,3297500,2,2,120.0,No,1,Lake view Residence,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,190000,3,1,100.0,No,5,Not in Compound,Cash,2024,Finished,Dhahria
Apartment,4400000,3,3,200.0,No,1,Stone Residence,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2044085,3,2,167.0,No,1,Sarai,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,1550000,2,1,78.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Penthouse,2650000,4,3,168.0,No,5,Sun Capital,Installment,2024,Not Finished,Hadayek 6th of October
Duplex,5000000,3,3,305.0,No,3,Mountain View Hyde Park,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,5200000,3,3,216.0,No,3,Eastown,Cash,2024,Finished,New Cairo - El Tagamoa
Duplex,4700000,3,3,300.0,No,3,Mountain View Hyde Park,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2100000,3,2,212.0,No,11,Maadi V,Cash,2024,Semi Finished,Maadi
Apartment,810000,3,2,130.0,No,2,Dar Misr,Cash,2025,Finished,New Cairo - El Tagamoa
Duplex,4800000,3,3,278.0,No,1,Mountain View Hyde Park,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1568229,3,2,127.0,No,1,Sarai,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,1200000,2,1,92.0,Yes,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,3500000,3,2,179.0,Yes,3,Vinci,Cash or Installment,2025,Finished,New Capital City
Apartment,3450000,3,3,199.0,No,3,Mountain View Hyde Park,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2905000,2,1,128.0,No,1,Taj City,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,3000000,3,3,218.0,No,3,Rehab City,Cash,2024,Finished,Rehab City
Apartment,2450000,2,2,140.0,No,2,Mountain View Hyde Park,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1785955,3,2,148.0,No,1,Sarai,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,2012984,2,2,138.0,No,2,Botanica,Cash or Installment,2025,Semi Finished,New Capital City
Apartment,1700000,3,2,143.0,No,2,El Khamayel,Cash,2024,Finished,Sheikh Zayed
Apartment,3305000,3,3,204.0,No,3,Sarai,Cash or Installment,2025,Semi Finished,New Cairo - El Tagamoa
Apartment,234600,3,3,170.0,No,1,Beit Al Watan,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,900000,2,2,115.0,No,1,Dar Misr,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,1628833,3,2,152.0,No,2,Sarai,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,2370000,3,2,130.0,No,2,Kayan,Installment,2025,Finished,Sheikh Zayed
Apartment,600000,3,3,155.0,No,3,Mountain View iCity,Installment,2024,Semi Finished,Sheikh Zayed
Apartment,1400000,3,2,116.0,No,1,Madinaty,Cash or Installment,2024,Finished,Madinaty
Apartment,1260000,2,2,120.0,No,1,Roses,Cash or Installment,2023,Semi Finished,New Capital City
Apartment,1400000,2,1,82.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,2400000,3,2,184.0,No,2,El Khamayel,Cash,2024,Finished,6th of October
Duplex,1450000,3,3,235.0,No,2,Mountain View iCity,Installment,2024,Not Finished,New Cairo - El Tagamoa
Duplex,3800000,3,3,295.0,No,1,Sarai,Cash,2024,Not Finished,New Cairo - El Tagamoa
Apartment,1650000,2,2,96.0,No,4,Madinaty,Cash,2024,Finished,Madinaty
Apartment,2500000,3,2,128.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,1822500,2,2,135.0,No,3,Rhodes,Cash or Installment,2024,Semi Finished,New Capital City
Apartment,1530000,3,2,143.0,No,1,El Khamayel,Cash,2024,Finished,Sheikh Zayed
Apartment,2300000,5,3,285.0,No,3,Alex West,Cash,2025,Finished,Asafra
Apartment,2900000,3,2,140.0,No,1,The Address East,Cash,2022,Finished,Mostakbal City
Apartment,1900000,3,2,170.0,No,3,El Khamayel,Cash,2024,Finished,Sheikh Zayed
Apartment,2800000,4,3,200.0,No,4,Madinaty,Cash,2024,Finished,Madinaty
Apartment,4000000,3,3,274.0,No,2,Mountain View Hyde Park,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2150000,2,1,104.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,2000000,3,2,172.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Duplex,4100000,4,4,260.0,No,1,Mountain View iCity,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1800000,3,2,140.0,No,2,Not in Compound,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,1617000,3,2,165.0,No,4,Madinaty,Installment,2024,Finished,Madinaty
Apartment,2800000,3,2,140.0,No,1,Madinaty,Cash or Installment,2024,Finished,Madinaty
Apartment,3600000,3,2,185.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,2100000,3,2,135.0,No,2,Madinaty,Cash,2024,Finished,Madinaty
Apartment,100000,3,2,135.0,No,8,Not in Compound,Cash,2024,Semi Finished,Zahraa Al Maadi
Duplex,3100000,4,4,283.0,No,1,Mountain View Chillout Park,Installment,2024,Semi Finished,6th of October
Duplex,8500000,5,4,320.0,No,1,EL Patio ORO,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Duplex,3400000,3,4,280.0,No,1,Mountain View - October Park,Cash,2024,Semi Finished,6th of October
Apartment,1700000,2,2,148.0,No,1,Madinaty,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Penthouse,3465000,3,2,166.0,No,4,Mountain View Hyde Park,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1500000,2,1,91.0,No,3,Madinaty,Cash,2024,Finished,Madinaty
Apartment,1500000,3,3,180.0,No,2,El Khamayel,Cash,2024,Semi Finished,Sheikh Zayed
Apartment,1400000,1,1,90.0,No,1,Palm Parks,Cash,2024,Finished,6th of October
Apartment,2100000,3,2,189.0,No,1,Sephora Heights,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Duplex,5000000,3,3,215.0,No,1,Palm Parks,Cash,2024,Finished,6th of October
Apartment,6250000,3,3,223.0,No,1,Sodic Westown,Cash,2024,Finished,Sheikh Zayed
Apartment,1650000,3,2,124.0,No,5,Madinaty,Cash or Installment,2024,Finished,Madinaty
Apartment,1200000,1,1,72.0,No,6,Porto Heliopolis,Cash or Installment,2024,Not Finished,Almazah
Apartment,1200000,2,2,130.0,No,2,Palm Parks,Cash or Installment,2024,Finished,Sheikh Zayed
Apartment,1200000,2,2,130.0,No,1,Palm Parks,Installment,2024,Finished,Sheikh Zayed
Apartment,1800000,3,2,116.0,No,5,Madinaty,Cash,2024,Finished,Madinaty
Apartment,1550000,2,1,90.0,No,2,Madinaty,Cash,2025,Finished,Madinaty
Apartment,1300000,3,2,165.0,No,1,Beit Al Watan,Cash or Installment,2023,Semi Finished,Katameya
Apartment,1320000,3,2,170.0,No,1,Beit Al Watan,Cash or Installment,2023,Semi Finished,Katameya
Apartment,1410000,3,2,160.0,No,1,Beit Al Watan,Cash or Installment,2023,Semi Finished,Katameya
Apartment,1360000,3,2,175.0,No,3,Beit Al Watan,Cash or Installment,2023,Semi Finished,Katameya
Apartment,1700000,3,2,220.0,No,2,Beit Al Watan,Cash or Installment,2023,Semi Finished,Katameya
Apartment,1257500,3,2,155.0,No,1,Beit Al Watan,Cash or Installment,2025,Semi Finished,New Cairo - El Tagamoa
Apartment,1332500,3,2,165.0,No,3,Beit Al Watan,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1707500,3,3,215.0,No,2,Beit Al Watan,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1565000,3,3,196.0,No,1,Beit Al Watan,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1257500,3,2,155.0,No,1,Beit Al Watan,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1427000,3,3,185.0,No,1,Beit Al Watan,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1571000,3,3,205.0,No,1,Beit Al Watan,Cash or Installment,2023,Semi Finished,New Cairo - El Tagamoa
Apartment,1482500,3,3,185.0,No,1,Beit Al Watan,Cash or Installment,2025,Semi Finished,New Cairo - El Tagamoa
Apartment,1350000,3,2,160.0,No,1,Beit Al Watan,Cash or Installment,2023,Semi Finished,Katameya
Apartment,1300000,3,2,160.0,No,1,Beit Al Watan,Cash or Installment,2023,Semi Finished,Katameya
Apartment,1707500,3,3,215.0,No,2,Beit Al Watan,Cash or Installment,2025,Semi Finished,New Cairo - El Tagamoa
Apartment,1295000,3,2,160.0,No,1,Beit Al Watan,Cash or Installment,2023,Semi Finished,New Cairo - El Tagamoa
Apartment,1370000,3,2,170.0,No,3,Beit Al Watan,Cash or Installment,2023,Semi Finished,New Cairo - El Tagamoa
Apartment,1294000,3,2,160.0,No,1,Beit Al Watan,Cash or Installment,2023,Semi Finished,New Cairo - El Tagamoa
Apartment,1632550,4,3,205.0,No,1,Beit Al Watan,Cash or Installment,2023,Semi Finished,New Cairo - El Tagamoa
Apartment,1565000,3,3,196.0,No,2,Beit Al Watan,Cash or Installment,2025,Semi Finished,New Cairo - El Tagamoa
Apartment,1745000,3,3,220.0,No,3,Beit Al Watan,Cash or Installment,2023,Semi Finished,New Cairo - El Tagamoa
Apartment,1800000,2,1,90.0,No,4,Rehab City,Cash,2024,Finished,Rehab City
Apartment,2500000,3,2,123.0,No,1,Rehab City,Cash,2024,Finished,Rehab City
Apartment,1800000,2,2,89.0,No,4,Rehab City,Cash,2024,Finished,Rehab City
Apartment,2350000,3,2,146.0,No,1,Rehab City,Cash,2024,Finished,Rehab City
Studio,920000,2,1,63.0,No,9,One Kattameya,Cash or Installment,2024,Semi Finished,Katameya
Apartment,2300000,2,2,113.0,No,1,Rehab City,Cash,2024,Finished,Rehab City
Apartment,3000000,3,2,140.0,No,1,Beverly Hills,Cash,2024,Finished,Sheikh Zayed
Apartment,3600000,2,3,170.0,No,1,Aeon,Cash,2024,Semi Finished,6th of October
Apartment,1700000,2,1,90.0,No,3,Rehab City,Cash,2024,Finished,Rehab City
Apartment,3300000,4,3,200.0,No,3,Madinaty,Installment,2024,Finished,Madinaty
Apartment,1500000,4,3,220.0,No,9,Sama,Cash,2024,Semi Finished,Zahraa Al Maadi
Apartment,1650000,2,2,96.0,No,5,Madinaty,Cash,2024,Finished,Madinaty
Apartment,2150000,3,2,116.0,No,1,Madinaty,Installment,2024,Finished,Madinaty
Duplex,400000,3,1,100.0,No,1,Amorada,Cash or Installment,2024,Finished,Amreya
Penthouse,7600000,3,3,425.0,Yes,3,Fifth Square,Cash or Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,1700000,3,2,230.0,No,3,Not in Compound,Cash,2024,Finished,Hadayek al-Ahram
Apartment,340000,3,2,140.0,No,2,Mountain View iCity,Cash or Installment,2025,Not Finished,Obour City
Duplex,7700000,4,3,460.0,No,4,Madinaty,Cash,2024,Finished,Madinaty
Apartment,3500000,2,2,156.0,No,4,Taj City,Cash or Installment,2025,Not Finished,Almazah
Apartment,550000,3,3,240.0,No,3,Taj City,Cash or Installment,2025,Not Finished,Rehab City
Apartment,15000000,2,2,135.0,No,1,Green Square,Cash,2024,Semi Finished,New Capital City
Apartment,1840000,3,3,160.0,No,5,Madinaty,Installment,2024,Finished,Madinaty
Penthouse,2850000,3,3,380.0,No,3,Zizinia Gardens,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,1900000,2,2,110.0,No,1,Rehab City,Cash,2024,Finished,Rehab City
Apartment,1900000,3,2,124.0,No,4,Madinaty,Cash or Installment,2024,Finished,Madinaty
Apartment,4000000,3,2,185.0,No,1,Zizinia Gardens,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,335000,2,1,74.0,No,4,Madinaty,Installment,2025,Finished,Madinaty
Apartment,3250000,2,2,150.0,No,11,Not in Compound,Cash,2024,Finished,Cleopatra
Apartment,4350000,3,2,265.0,No,2,Zayed Regency,Cash,2024,Semi Finished,Sheikh Zayed
Apartment,289600,3,2,172.0,No,2,Sarai,Cash or Installment,2024,Semi Finished,Mostakbal City
Apartment,500000,2,1,110.0,Yes,4,Not in Compound,Cash,2024,Finished,Nasr City
Apartment,2500000,2,1,110.0,Yes,1,Rehab City,Cash,2024,Finished,Rehab City
Apartment,500000,2,1,75.0,Yes,1,Not in Compound,Cash,2024,Finished,Hurghada
Duplex,4300000,3,3,245.0,No,1,Beverly Hills,Cash,2024,Finished,Sheikh Zayed
Apartment,1250000,3,2,160.0,No,1,Not in Compound,Cash,2024,Not Finished,Nasr City
Apartment,2800000,3,3,189.0,No,3,Al Maqsad,Cash or Installment,2024,Finished,New Capital City
Apartment,2400000,3,1,143.0,No,5,Madinaty,Cash,2024,Finished,Madinaty
Apartment,3200000,3,2,163.0,No,1,Zayed Dunes,Cash,2024,Finished,Sheikh Zayed
Apartment,1472000,2,3,122.0,No,1,Madinaty,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,1550000,3,2,156.0,No,1,Sun City,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,1600000,3,3,191.0,No,4,Amorada,Cash or Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,550000,2,1,80.0,No,1,Degla Palms,Cash or Installment,2024,Finished,6th of October
Apartment,890000,2,2,133.0,No,4,Not in Compound,Cash,2024,Finished,6th of October
Apartment,2400000,3,2,124.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,250000,2,1,90.0,No,4,Al Burouj,Installment,2024,Finished,Nakheel
Apartment,2736000,3,2,164.0,No,5,Sarai,Cash or Installment,2024,Not Finished,Madinaty
Apartment,1421582,2,2,127.0,No,1,Sarai,Cash or Installment,2025,Not Finished,New Cairo - El Tagamoa
Apartment,990000,2,1,125.0,No,3,Sarayat El Kattameya,Cash,2024,Finished,Katameya
Apartment,1450000,2,1,78.0,No,4,Madinaty,Cash,2024,Finished,Madinaty
Apartment,1950000,2,2,110.0,No,1,Zizinia Gardens,Cash,2024,Finished,New Cairo - El Tagamoa
Duplex,2015000,3,3,203.0,No,3,Madinaty,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,4000000,4,4,274.0,No,2,Mountain View Hyde Park,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Duplex,5050000,3,3,245.0,No,1,Mountain View Hyde Park,Installment,2022,Semi Finished,New Cairo - El Tagamoa
Duplex,4632000,4,3,235.0,No,3,Mountain View Hyde Park,Installment,2022,Semi Finished,New Cairo - El Tagamoa
Apartment,4000000,3,3,210.0,No,3,Eastown,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,6500000,3,3,195.0,No,1,Eastown,Cash,2024,Finished,New Cairo - El Tagamoa
Penthouse,2950000,3,2,167.0,No,4,Mountain View Hyde Park,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1600000,3,2,108.0,No,3,Rehab City,Cash,2024,Finished,Rehab City
Duplex,5000000,4,4,287.0,No,1,Mountain View Hyde Park,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Penthouse,3414000,3,2,166.0,No,4,Mountain View Hyde Park,Installment,2022,Semi Finished,New Cairo - El Tagamoa
Apartment,2800000,3,3,162.0,No,5,Rehab City,Cash,2024,Finished,Rehab City
Apartment,3350000,3,3,175.0,No,3,Madinaty,Cash,2024,Finished,Madinaty
Apartment,2950000,3,3,183.0,No,3,Rehab City,Cash,2024,Finished,Rehab City
Apartment,2000000,3,3,181.0,No,3,Celia,Cash,2024,Finished,New Capital City
